,C_Catenin (Beta),C_Cyclin D1,C_Cytokeratin 18,C_Cytokeratin 7,C_DNA,C_E-cadherin,C_EGFR,C_HES1,C_LC3A/B,C_MET,C_NDG1 (p-T346),C_NFkB (p65),C_PDL1,C_S6,C_S6 (p-S235/S236),C_S6 (p-S240/244),C_STAT1 (alpha-isoform),C_STAT1 (p-S727),C_STAT3,C_Vimentin,C_c-Jun,C_ki67,C_p21 (Waf1/Cip1)
6_cell_D06_fld2_12,9.855489815,3.950406966,9.81947115,7.833411368,9.343472384,8.230799229,9.011301826,8.577485338,1.668598613,6.94261225,9.25302596,9.479514406,4.665195251,10.75739099,4.867659059,7.486874383,7.378822216,6.338544625,10.30378915,2.33018269,5.413868697,8.183082142,3.161259112
6_cell_D06_fld2_13,7.612011662,2.882047761,8.09156864,4.60380698,8.397113058,4.846162457,7.670798788,5.174753731,1.328658488,5.2196732,7.275542316,8.2190532,3.341851931,8.877645144,4.925454925,7.557548101,5.464282453,5.175139582,8.765357753,1.918852108,4.54899528,5.041531278,2.09110173
6_cell_C04_fld2_1,8.438326723,4.374224291,10.49501372,6.855273052,8.471394441,6.397498403,6.37780274,13.92558645,2.16714283,5.655555068,3.894400466,8.621478661,4.341828105,8.764847529,7.971698515,9.631409721,5.886832814,5.009800972,8.093683419,2.474500518,4.888883078,5.617352328,5.201083008
6_cell_C04_fld2_2,8.537822178,4.515130752,10.27185962,7.21904608,9.456842223,5.953296559,6.584082119,6.87226826,1.122316848,6.423284119,5.918217696,9.032999407,4.66291084,9.761006878,9.440604904,11.1294027,6.352241729,5.796753357,8.623894974,3.6794245,5.046453407,7.460933171,1.481956007
6_cell_C04_fld2_3,7.971660922,3.878465889,9.482814671,5.872628657,8.588614679,5.570587038,5.979276164,6.190750927,0.759550775,5.174580961,2.787972376,7.932021795,4.209193944,8.130605076,8.957765337,10.7348018,5.618505833,4.346445641,7.536026745,2.651758282,4.164689991,6.405576628,2.647688457
6_cell_C04_fld2_6,7.225452152,4.992138083,7.849948125,7.401756009,10.14919371,4.202381691,6.914447343,7.987847399,2.615279304,5.882919844,3.50488643,8.541757126,4.572678875,10.45409214,9.739257222,11.64696263,6.708069982,5.682733365,7.757354662,1.936812697,5.317570922,8.091258759,1.910040184
6_cell_C04_fld2_8,8.683059125,3.762387982,11.65663085,7.10955642,8.575093162,6.861089095,7.50195201,9.420342783,3.74702832,6.028706613,3.977317392,8.829464906,4.399412532,10.90355473,8.655444835,10.39768447,7.516560489,6.041837332,8.843533907,4.951492226,6.463568696,6.310353343,2.448592606
6_cell_C04_fld2_9,8.302871968,3.862769637,8.385084899,6.465150028,8.178725258,6.489964837,6.305668751,7.760397606,1.947443404,5.764007988,4.526671068,8.306362238,4.1757148,8.895970363,9.26458156,11.04659255,6.226861999,4.95662515,8.549850811,1.597164093,5.529038411,5.739647721,2.45072214
6_cell_C04_fld2_10,8.83706236,4.534119552,10.45729724,7.125608293,9.268155942,6.326711879,6.938235363,9.363655969,2.694740876,7.372924308,5.201719935,9.319108557,4.71403729,11.35337557,10.02511083,11.87495176,7.410117007,6.266061792,9.58599546,3.834091379,5.723701818,7.859720866,6.602450659
6_cell_C04_fld2_11,9.145825395,4.572197336,10.5079152,8.816835272,8.251001602,7.920854867,8.325484338,9.55664153,2.870731258,6.843932022,6.13492709,9.059446704,5.287781635,10.56244124,9.017954267,10.78729726,6.856628896,5.455237729,8.737876674,1.796883897,5.395288806,5.442678242,5.749548682
6_cell_C04_fld2_12,6.218388307,3.6296069,10.39031172,6.461762522,8.805277949,3.311739128,7.017253202,9.127409327,3.077240047,4.638378357,6.220624018,8.098935444,4.625792725,9.679214076,8.93650254,10.96323862,7.153192542,5.329355915,8.20809425,2.350717923,6.05155637,6.17332073,2.190843217
6_cell_C04_fld2_14,7.969044641,3.26634277,10.77790198,6.741212067,9.320149969,5.687471066,6.934703209,7.136069957,2.466860462,5.731332631,4.084468052,8.278655413,4.394864026,9.113330791,9.199182318,10.90372969,6.409531173,5.017958091,8.286051614,3.962758454,5.06461477,7.164734699,3.711071534
6_cell_D07_fld8_1,8.598908733,6.925059024,15.34609168,7.986426932,10.17672995,5.465694776,8.125625225,12.4285126,5.488989164,9.628958647,4.966995033,10.82682785,9.193639578,12.37809654,8.320039709,10.48535621,13.25007573,9.31402954,12.62649184,7.149109107,9.227721273,8.246476629,4.447231853
6_cell_D07_fld8_2,8.429318254,4.600782116,10.15312636,6.382544972,8.435444326,5.408417866,5.533378424,8.566854582,2.929153882,7.038372099,4.960393955,8.431540856,7.272801579,8.816938274,9.059256604,10.89892281,10.08361645,7.379369178,9.806611255,3.066239256,5.004852424,6.627814393,4.971192814
6_cell_D07_fld8_3,6.345065414,3.53824041,9.976538622,5.478057871,8.61805163,2.385535619,5.615798035,6.980135726,1.828150767,5.558522314,5.737829178,7.626631323,6.092934537,7.277022399,8.668003498,10.55223719,10.04790504,5.434734634,9.13610948,4.616342189,5.398720722,6.939300812,1.89658204
6_cell_D07_fld8_4,6.607354409,3.780934254,10.04218841,5.844758179,9.089987988,1.974623902,5.272017397,6.87628416,2.568006892,6.130907845,4.155167379,8.126503996,5.866319094,8.647999486,8.805702697,10.62106865,10.28817757,6.361767682,10.06094335,4.482841635,5.731290965,7.323026007,3.974897291
6_cell_D07_fld8_5,7.725053402,5.304469806,11.58026161,6.967938377,9.019920202,3.715000648,5.996440793,9.665618321,2.970165479,6.93115611,4.820020816,8.839339986,7.593240685,9.653236797,8.005708091,10.32761888,10.92407276,8.350123363,10.25245403,4.972196441,7.875232246,8.166854804,5.676534866
6_cell_D07_fld8_6,7.869232857,3.993318675,11.56886534,7.06843108,7.647257178,5.122094605,6.455331674,8.220191313,3.056530925,6.49269754,5.609489,8.508109692,6.806684478,8.357645973,8.809677983,10.70611782,9.253312549,5.949594671,9.812268039,5.002421444,5.507018224,6.030341109,2.893029783
6_cell_D07_fld8_7,6.939882291,4.170159825,8.67927038,5.270048009,8.892296235,2.360725598,5.220427291,7.230229432,2.491277278,6.752740108,2.327239672,8.085519228,5.924223991,8.719848103,7.73497695,9.582063109,10.31198354,5.754765816,10.06468059,3.038849467,5.765370764,6.866489097,5.996243229
6_cell_D07_fld8_8,6.842340618,4.309017426,10.12492464,5.467096609,8.775065105,3.102055093,5.773307413,7.841098247,2.117263438,6.333933838,5.339714695,8.469065519,6.418572832,9.12117504,8.445517094,10.43285778,10.10698545,5.977796203,8.47401473,4.438445519,5.571313612,6.300145558,6.622884205
6_cell_D07_fld8_9,8.75435144,6.485678084,12.61732082,7.462692166,9.166936251,5.089330699,7.244002426,10.92963749,3.901333723,8.843884549,6.383351781,9.984677865,8.029791221,11.11756063,9.599491982,11.61467759,12.14481249,7.670478357,11.40243191,5.439542389,7.456689343,5.883088616,6.694555007
6_cell_D07_fld8_10,8.416746624,5.49711999,11.79918804,6.916169784,9.984147915,4.360686301,6.577791839,9.486366285,4.12166007,8.8595016,5.931618059,10.01471544,8.101246011,11.68810815,8.843507208,10.94335352,11.76434796,9.465037949,11.50277285,4.662541936,7.1812646,8.705532398,3.792440848
7_cell_C10_fld3_1,8.448055168,4.197149737,9.543038812,6.215197554,9.345823884,6.568609993,8.458650443,9.150412849,2.54766513,6.80836294,7.15802312,8.528226634,5.180855345,10.43692206,7.351380533,9.67275879,7.989953888,5.338613787,9.079841857,2.156204866,5.897882327,6.711906742,3.916616399
7_cell_C10_fld3_3,9.149756112,4.685029096,10.92665317,7.40729207,9.537052168,6.730682958,8.983518845,9.538588325,3.033539806,7.031873908,8.077225012,9.366518632,5.829302934,10.92675851,7.725745834,10.22852361,8.514632454,6.572360252,10.18458092,4.563336453,6.060277732,7.370848141,3.706537978
7_cell_C10_fld3_4,9.17364693,5.464420709,10.67949253,6.93178715,8.820816788,7.050064422,8.080142194,9.729402625,4.350141542,6.590732154,5.102225553,8.76355158,5.181503858,10.50229563,8.047309217,9.852217314,8.056059471,6.277192904,9.120488943,3.107579905,5.965540163,7.111032972,3.242614099
7_cell_C10_fld3_8,8.252677741,3.691007571,10.17534137,6.751949305,8.9317607,6.736168301,7.691225304,9.83646585,2.922468891,6.821751911,7.297335834,8.93853463,5.908178121,10.58089975,7.851319549,10.04433421,7.908794478,5.77195997,8.942199382,3.26182312,6.033475128,6.379048542,3.369869525
7_cell_C10_fld3_9,8.774963959,4.979782229,10.75442191,6.739748099,9.832481123,6.729830908,7.896474567,10.03717803,2.628919791,7.032947153,5.942456589,9.132223882,4.87778667,11.10295331,8.405699123,10.86819273,9.087169853,5.670999777,10.20285447,4.095298539,6.740387927,8.516370145,4.466126063
7_cell_C10_fld3_10,10.70378365,6.640350959,11.99423581,8.693333749,10.45028933,8.168137773,10.13611481,10.86147004,4.665400578,8.682528813,5.596969,10.37396508,7.036567184,12.27311341,11.04621623,12.98993772,10.05511139,8.196530515,11.8072391,4.288235592,7.589805284,9.320866074,6.364726078
7_cell_C10_fld3_11,8.31436268,3.500421826,10.09754012,6.083342561,8.251807606,6.581051957,7.265839337,9.00708385,1.828924142,6.298813686,5.462347236,8.216925598,4.378396438,10.21818002,6.842039412,9.393034785,7.739126706,6.664367984,8.7691325,0.219432941,5.48180896,4.885474695,3.018992767
7_cell_C10_fld3_12,10.52387159,6.145017472,11.5634868,8.203217459,9.182305246,7.878744427,9.397683415,10.37163103,3.815702819,8.26150706,4.969184952,9.683190673,6.529945457,12.02757985,10.3879055,12.61334491,9.475765179,7.426613718,11.31774413,4.797131976,7.036951207,8.473433326,5.651511127
7_cell_C10_fld3_13,8.118164828,4.420311967,10.65444723,6.816365218,10.81022363,6.201173282,7.043264203,9.782299124,2.849793986,6.612266326,5.308008012,8.810951796,4.975731462,10.9510673,7.996389086,10.49680238,8.711559737,5.272893143,9.851698807,1.488276117,6.367053239,7.753969302,3.98428498
7_cell_C10_fld3_14,8.783324484,4.847432778,9.806195474,7.239764075,9.338784556,6.280528307,8.446704352,9.741653558,3.018320957,7.115728349,6.673084608,9.168638857,5.309150158,11.14954775,8.918272836,11.00357943,8.825145539,6.406667719,9.81441988,3.671497406,6.552901663,7.076644149,2.603998684
8_cell_C10_fld3_1,8.484072782,3.922996722,9.685179811,5.751218322,7.886898977,6.99978286,7.453346492,9.725412639,2.415853978,6.536628741,2.958328562,8.561601152,5.263830312,10.68853401,7.526534441,10.09374154,8.076080827,4.75603557,9.079303733,1.943521069,5.839754254,6.687710119,2.009877582
8_cell_C10_fld3_3,8.777584289,6.487444077,9.557625967,5.761476882,8.854031038,6.916060592,7.936195035,9.927447665,2.558387078,6.791181049,3.661376058,8.762503931,5.044207349,10.78552126,7.747237709,10.00416822,8.451288206,5.452594219,9.419658644,3.00143755,6.184713129,7.082973751,1.862459571
8_cell_C10_fld3_4,8.27943675,4.682954345,10.3534705,6.929964087,9.800634627,6.552836278,8.203325558,10.91810429,3.791552292,7.009472821,5.79358741,9.567189265,5.69712111,11.47292447,9.350269124,11.52534594,9.132582769,6.291756922,10.52051721,1.984143025,6.677419339,7.625365289,5.143563669
8_cell_C10_fld3_5,8.571110408,4.979202692,10.41826595,6.528378416,9.133008795,6.556560836,8.303426102,10.34499985,3.632205541,7.045695503,4.572367193,9.285921067,6.123914519,11.46976863,9.157593709,11.44158037,9.032497559,6.363750394,10.0774165,3.875566741,6.478905508,7.35885065,3.276205304
8_cell_C10_fld3_6,9.170759721,4.381979468,9.344254958,6.771954189,7.770973773,7.024670778,7.670596234,10.25541973,3.181875763,6.892374466,6.021222882,8.788063108,5.587422186,10.81977174,7.644639773,10.00606324,8.69444993,5.357641204,9.25849419,2.638046713,6.238972766,5.885996041,2.669344649
8_cell_C10_fld3_7,7.572228395,4.890253917,9.782067093,6.374662654,8.813459643,5.501114278,7.001259127,10.53739663,2.472797556,6.464841619,4.549361894,8.90862846,4.612968308,11.03574746,8.291427529,10.74078827,8.732436833,5.276104038,9.147955653,2.53808908,6.321162748,5.899677408,2.272525898
8_cell_C10_fld3_8,8.785165825,3.422520792,9.729431377,5.655737591,8.037745088,7.092386212,7.779214318,9.318107859,2.443877685,6.609351809,4.116638336,8.477637226,5.443940625,10.7491716,7.726268943,9.908353592,7.981356081,5.473302394,9.125757271,1.58402782,5.899790108,6.950222612,2.552377085
8_cell_C10_fld3_9,9.248597105,5.103625285,9.708260174,6.702274364,8.255713826,7.006295338,7.781487614,9.891941354,3.375700458,6.989698711,2.655588666,8.724769268,5.544243577,10.93015516,8.352277172,10.31621822,8.47785468,5.637765318,9.290194633,2.993152766,6.266975481,7.326320915,4.450808525
8_cell_C10_fld3_10,8.996896886,4.712063793,10.23464087,5.788387182,9.557861639,6.886769475,8.386214116,10.49656916,2.185401685,7.375339597,4.687307837,9.248528103,6.225931302,11.15343161,8.088480803,10.97571723,9.194024793,5.646720901,10.28402347,3.064586485,6.59166893,6.167069597,2.446493035
8_cell_C10_fld3_12,9.206579711,5.415388137,10.54272335,7.103835782,9.586132726,6.979249291,8.526828459,10.19597076,3.813729471,7.414705207,6.310511734,9.667932191,5.90559154,11.38424992,9.156028533,11.3758786,9.256589549,6.221356043,10.94259073,3.067435834,6.629293177,7.767244727,3.316152934
8_cell_E05_fld3_1,7.295467969,4.996094423,11.02828225,7.488993994,9.67475467,5.317597179,8.899164773,10.2997452,3.198922301,7.000381258,6.788373179,9.951164484,5.265791606,11.0511052,8.631777005,10.87444501,8.214277855,6.14316957,10.27724475,6.260252103,6.670190778,5.083670257,3.500890829
8_cell_E05_fld3_2,9.743838187,4.2063175,10.19278375,7.970455491,7.9542196,7.950201855,8.463539277,9.965015353,2.004825285,6.55108995,7.69623222,9.028517348,4.823514873,10.72136384,7.74753944,9.709097191,7.446215509,5.930581202,9.243078718,2.069417263,5.819955361,3.959267644,4.629712345
8_cell_E05_fld3_3,8.079647638,3.190984701,9.072986731,6.634262836,8.326969625,7.018378096,7.616302857,9.595449377,2.099403628,6.31233846,8.591774214,8.898742078,3.20676002,10.27853111,6.89645613,8.798910448,7.126814609,4.748209479,6.943456035,2.677352939,5.973024937,4.205415509,2.588712705
8_cell_E05_fld3_4,7.785832838,4.107249145,9.959212126,7.012454839,9.596880499,6.358823722,8.442673425,9.346910737,2.075525292,6.528048157,5.877522634,8.862774506,4.913573596,10.56057852,7.297421562,9.556473276,7.501416289,5.917107871,9.011161028,2.718085508,5.952687872,7.277823147,2.450685352
8_cell_E05_fld3_5,7.273536735,4.56167309,9.87898674,6.866136888,9.803888914,6.137128652,8.473047763,9.601595609,2.103057931,6.660981165,6.461747329,9.053861041,4.493914077,10.90530097,7.994296429,10.14347525,7.863751583,6.236408798,9.416484261,4.476470859,5.999462241,7.889431945,2.684542726
8_cell_E05_fld3_6,6.698948741,3.227703058,9.533017644,5.009337922,7.221910679,5.812048006,6.228492909,8.459950523,1.338645852,5.540384896,6.290254429,7.934717691,3.511275008,9.956050307,5.946548497,8.193342478,6.525246076,4.761183038,7.406490266,2.080512026,4.843456296,4.906033174,2.467807664
8_cell_E05_fld3_7,8.794592583,4.44064552,10.11008799,7.692582485,8.739244984,7.340738366,8.4743865,9.483885022,2.230408367,6.48409008,7.473747415,9.532361263,4.883632574,10.78703857,7.498944196,9.863835979,7.702498546,6.104181333,10.0094342,2.110352195,5.901524497,3.320129199,6.004173655
8_cell_E05_fld3_8,7.580187857,4.380417129,9.850944136,5.987193001,9.502545494,6.687566318,7.481377848,9.240732768,2.950074554,5.836137497,5.261905667,8.791016951,4.43486096,10.76013765,7.893948051,9.584994481,7.564665653,5.99013943,8.908869024,2.674898882,5.39904045,7.677915395,5.312002789
8_cell_E05_fld3_9,7.510975712,3.508990035,10.08011531,5.746418484,8.53952058,5.680236243,7.671179039,8.359204784,1.688299277,5.917010051,5.140082895,8.722004968,3.78612485,9.869212311,6.273882515,8.580717363,6.402316476,5.062060121,8.589210552,1.268171038,5.29844596,5.289032912,2.22504401
8_cell_E05_fld3_10,7.902272929,4.850784537,10.75852724,6.883560106,10.84806721,6.430892431,8.197747871,9.115843611,3.46067793,7.408948615,8.64425054,9.389194933,5.117063207,10.94245126,8.163619659,10.24032514,7.948553389,6.177084313,9.844664635,4.457413539,6.218782468,6.972944746,6.937889147
8_cell_E08_fld1_6,8.178662045,4.695653267,10.56467555,7.534833243,9.739963786,6.530524421,8.138836627,9.252808866,3.102803431,6.480166566,4.75867816,9.218697811,5.046969036,10.5072592,8.068018026,9.748100744,7.723728166,5.662150641,9.465303081,5.45566343,5.835685619,7.477364554,5.260578388
8_cell_E08_fld1_7,6.063458048,2.364161687,8.918334572,4.241316728,7.701197133,4.979685298,4.891140626,8.371256461,1.017526548,4.22493519,4.004013029,6.881742067,2.476860076,8.781754814,3.496694836,6.00179714,5.657022334,2.669064854,6.034947596,2.897266798,4.840184747,5.589091585,2.800315303
8_cell_E08_fld1_8,7.384825157,4.413874298,9.972271343,6.496941445,10.03963817,6.018986846,7.158505532,9.389297045,1.834442328,6.403964362,4.498858637,8.596918926,4.326820186,10.60689176,7.800383057,9.760312131,7.724816438,5.508090351,9.027203181,3.445714457,5.623615843,7.772008957,4.90298833
8_cell_E08_fld1_9,7.554244737,4.386489738,10.03906177,7.049334734,9.977401924,5.976454638,7.019151972,9.92212293,3.072262818,6.323331612,7.244532564,8.868286539,4.492783228,10.93805797,8.586532062,10.31649094,8.023700098,5.748457556,9.07316433,5.34797568,6.116899549,7.767064059,5.626849005
8_cell_E08_fld1_11,7.761191407,3.572314106,10.08802796,7.275044701,9.672197469,6.015710703,7.355637481,9.045886987,2.239477967,6.211293365,5.321330938,8.894284875,4.658763231,9.939798372,7.05443236,9.235210613,7.215677438,4.974646148,8.265258815,3.939336923,5.695840441,7.357188792,2.950960827
8_cell_E08_fld1_12,7.800481619,4.406131754,10.2091572,6.591222556,10.16978687,6.367984749,7.371132725,9.179443605,3.108589296,6.495218066,5.074782156,9.001615933,4.698440404,10.79731258,8.328041435,10.11358145,7.827330808,5.788039953,9.275374945,4.083081174,5.911382072,7.881896621,4.535521006
8_cell_E08_fld1_13,8.081433242,3.408803232,10.12705298,6.422388497,9.317313736,6.037830834,6.988142724,9.127228177,2.20062481,6.341805247,6.806168414,8.78315826,4.393561488,10.4008386,7.555973381,9.433304337,7.101458034,5.227631732,8.125287746,4.109224215,5.200534971,5.032242999,2.214476363
8_cell_E08_fld1_14,7.969578682,5.248016016,9.587906239,8.572568977,9.243041898,7.087212595,7.494777677,9.717547269,2.961126303,6.328366618,7.412304783,8.978166859,5.401158139,10.43296272,7.284748019,9.392515113,7.662026742,4.885418873,8.157612759,6.013545817,5.985229937,2.639630761,6.785643607
8_cell_E08_fld1_15,8.821137697,3.745752365,9.911892029,7.568183505,11.29794388,7.438934072,9.095368609,9.01700114,1.745003391,6.609545729,8.037751258,9.928321668,4.129805309,10.58662945,8.263247526,10.18825624,7.318062945,9.123298953,9.286601265,4.556383626,5.668425041,5.557212987,5.836373703
8_cell_E08_fld1_16,7.895331233,4.56664233,10.52392232,7.361348044,10.81081224,6.434354202,6.906776262,9.782707288,1.58767319,5.712574349,9.294197762,8.505501804,5.296337094,10.26648419,7.579175671,9.677268178,7.51168442,4.718887671,7.721801528,4.57416801,6.172481761,2.902767422,7.406460036
8_cell_D06_fld2_1,7.719753617,3.563455644,9.372399164,5.467459487,8.008255254,6.431214337,6.427712355,9.202143928,1.335001806,5.756627231,5.267235322,8.138812108,4.403526579,10.03984839,6.704631851,8.992193857,6.823832217,4.21045579,7.009268009,2.068865508,5.422288946,5.962471486,1.963051396
8_cell_D06_fld2_2,7.690181457,3.494899315,10.47447093,6.464940976,9.139020352,6.055785799,7.944500301,9.037087979,2.789333073,6.22074272,4.53616857,8.821089721,5.024906161,10.64914342,8.185933655,10.24654445,7.3610633,5.322410552,8.464398956,3.400195044,5.648858374,5.998242176,4.051812793
8_cell_D06_fld2_3,8.00630265,4.132419556,10.55991675,6.65105175,8.824649391,6.436758385,8.134045552,9.43046885,2.85160214,6.292361242,7.453349396,8.896615335,4.866226531,10.68199406,8.160337933,10.13230605,7.726904127,5.648906224,8.159675792,4.134226949,5.671029402,6.074374481,3.156464474
