,X,Y,Well,ligand,dose,time,Plate,condition,replicate,collection,sampleid,labeled_as_lost
4_cell_C04_fld2_8,304.849019607843,1951.89215686275,C04,EGF,10,8,4,EGF_8,A,C3,EGF_8_C3_A,No
4_cell_C04_fld2_9,429.5316455696202,1482.09493670886,C04,EGF,10,8,4,EGF_8,A,C3,EGF_8_C3_A,No
4_cell_C04_fld2_10,431.51226993865,548.101226993865,C04,EGF,10,8,4,EGF_8,A,C3,EGF_8_C3_A,No
4_cell_D07_fld8_1,71.83207547169809,223.77924528301892,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_2,114.989953632148,821.0394126738789,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_3,135.737226277372,437.532846715328,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_4,100.906727828746,1691.00458715596,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_5,104.47188755020099,1595.97791164659,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_6,168.964387464387,1501.76210826211,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_7,225.24334140435798,1672.47336561743,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_8,275.231132075472,807.485849056604,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_9,257.794444444444,1565.54444444444,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
4_cell_D07_fld8_10,277.752747252747,1965.88827838828,D07,IFNG,20,8,4,IFNG_8,A,C3,IFNG_8_C3_A,No
5_cell_C10_fld3_1,57.4109461966605,848.331168831169,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_2,54.8650793650794,310.947619047619,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_3,142.88791423002,267.44152046783597,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_4,186.343100189036,470.335538752363,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_5,172.724924012158,1156.2264437689998,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_6,152.55121293800502,1277.0552560646902,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_7,162.248031496063,1907.75196850394,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_8,168.247217806041,1970.0023847376801,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_9,217.63493253373298,1449.9947526236901,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_C10_fld3_10,207.20860927152302,950.1423841059599,C10,PBS,0,24,5,PBS_24,A,C3,PBS_24_C3_A,No
5_cell_E09_fld9_1,59.788135593220304,97.0141242937853,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_2,67.7028301886792,704.669811320755,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_3,56.35106382978721,408.96317512275,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_4,25.7798353909465,1841.2530864197504,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_6,147.020697167756,1688.65032679739,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_7,125.758675078864,27.6009463722397,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_8,143.796943231441,1339.85807860262,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_9,155.26855895196502,1841.7489082969396,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_10,177.01573849878898,170.134382566586,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E09_fld9_11,192.027426160338,1572.8206751054902,E09,TGFB,10,24,5,TGFB_24,A,C3,TGFB_24_C3_A,No
5_cell_E05_fld3_1,30.07458563535911,466.770718232044,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_2,93.8682719546742,667.548158640227,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_3,41.1989690721649,1801.4216494845398,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_4,79.2359635811836,1423.53945371775,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_5,75.6222222222222,315.351851851852,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_6,65.2818181818182,1734.8131313131305,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_7,117.202479338843,1237.39669421488,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_8,423.534057045551,1305.50766283525,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_9,96.289667896679,1119.536900369,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E05_fld3_10,143.011450381679,1021.0175572519099,E05,HGF,40,24,5,HGF_24,A,C3,HGF_24_C3_A,No
5_cell_E08_fld8_1,50.1138933764136,863.971728594507,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_3,50.44642857142861,1434.67857142857,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_4,91.66,670.443157894737,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_5,80.9098360655738,1797.88797814208,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_6,135.868831168831,1042.7831168831199,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_7,78.5623556581986,1689.64780600462,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_8,218.822699386503,512.28773006135,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_9,94.1724137931034,972.556034482759,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_10,124.49730458221,581.920485175202,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_E08_fld8_11,154.380143112701,83.76833631484791,E08,BMP2,20,24,5,BMP2_24,A,C3,BMP2_24_C3_A,No
5_cell_D06_fld2_1,64.94990176817291,134.22298624754401,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_2,128.267295597484,251.789308176101,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_3,126.297773654917,621.522263450835,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_4,181.203703703704,358.803703703704,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_5,82.6980198019802,191.584158415842,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_6,120.19194312796199,439.509478672986,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_7,143.86,1360.06,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_8,154.81707317073204,485.127494456763,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_9,181.562630480167,154.49373695198298,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_D06_fld2_10,288.949781659389,552.93231441048,D06,OSM,10,24,5,OSM_24,A,C3,OSM_24_C3_A,No
5_cell_C04_fld2_1,27.7335766423358,939.989051094891,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_3,89.1041666666667,823.45,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_5,100.31171548117202,401.215481171548,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_6,77.6875,79.025,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_8,161.386363636364,676.213636363636,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_9,166.845291479821,42.908071748878896,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_10,118.631313131313,260.560606060606,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_11,136.664556962025,797.0240506329111,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_12,234.064920273349,960.7300683371301,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_C04_fld2_13,167.635283363803,1481.4414990859198,C04,EGF,10,24,5,EGF_24,A,C3,EGF_24_C3_A,No
5_cell_D07_fld8_3,60.531847133758,556.294055201698,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_4,44.3753623188406,68.5376811594203,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_5,86.08628841607559,162.554373522459,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_6,72.1106870229008,1039.8256997455499,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_7,63.31,1719.29,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_8,85.58086253369271,773.570080862534,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_9,86.5956848030019,1383.8114446529098,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_10,108.025252525253,406.22727272727303,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_11,147.89627039626998,478.437062937063,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
5_cell_D07_fld8_12,129.328978622328,1909.15795724466,D07,IFNG,20,24,5,IFNG_24,A,C3,IFNG_24_C3_A,No
6_cell_C10_fld3_1,78.09375,788.71875,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_2,56.363509749303596,926.83147632312,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_3,135.26991150442498,1138.75073746313,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_4,64.6012396694215,154.714359504132,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_5,75.4727272727273,1854.5818181818202,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_6,80.60404624277459,301.326589595376,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_7,83.912213740458,1291.69847328244,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_8,110.215596330275,1763.3899082568805,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_9,89.61444141689371,878.208446866485,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_C10_fld3_10,114.794670846395,1612.5407523510999,C10,PBS,0,48,6,PBS_48,A,C3,PBS_48_C3_A,No
6_cell_E09_fld9_1,64.9293628808864,1398.90720221607,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_2,75.7712643678161,742.631034482759,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_3,85.43121693121691,952.335978835979,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_4,77.7063037249284,316.474212034384,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_5,128.58626198083098,1937.4169329073493,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_6,111.36033519553101,64.64525139664799,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_7,123.615288220551,1297.22431077694,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_8,138.216049382716,431.884087791495,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_9,222.52222222222198,844.1262626262628,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E09_fld9_10,143.210091743119,803.162385321101,E09,TGFB,10,48,6,TGFB_48,A,C3,TGFB_48_C3_A,No
6_cell_E05_fld3_3,71.1387434554974,1447.48952879581,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_4,69.2015781922525,1968.71951219512,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_5,85.30327868852459,608.215846994535,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_6,57.2215909090909,86.8068181818182,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_8,82.3179669030733,845.684397163121,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_9,85.0742296918768,343.236694677871,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_10,93.45022624434392,1335.40045248869,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_11,79.1075949367089,1273.00632911392,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_12,59.734817813765204,669.143724696356,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E05_fld3_13,107.649466192171,503.343416370107,E05,HGF,40,48,6,HGF_48,A,C3,HGF_48_C3_A,No
6_cell_E08_fld8_1,90.69384615384621,1831.87538461538,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_4,102.31694402420601,866.2806354009081,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_6,66.8865030674847,1204.72290388548,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_7,107.680064308682,493.827974276527,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_8,100.226962457338,1248.44880546075,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_9,74.30628272251309,1396.63612565445,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_11,92.1681222707424,200.176855895196,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_12,92.14739884393059,1639.2225433526,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_13,146.463820549928,148.348046309696,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_E08_fld8_14,201.663793103448,757.163793103448,E08,BMP2,20,48,6,BMP2_48,A,C3,BMP2_48_C3_A,No
6_cell_D06_fld2_2,61.62720848056539,312.644876325088,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_5,69.5431654676259,1988.29136690647,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_6,57.8891891891892,1745.0405405405402,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_7,66.7625698324022,1404.6173184357501,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_8,62.1616915422886,752.3457711442792,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_9,73.9739583333333,87.4427083333333,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_10,84.6829268292683,1559.35365853659,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_11,96.6376146788991,1368.75382262997,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_12,81.212962962963,135.611111111111,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_D06_fld2_13,84.1,1198.83023255814,D06,OSM,10,48,6,OSM_48,A,C3,OSM_48_C3_A,No
6_cell_C04_fld2_1,47.550420168067205,427.359943977591,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_2,68.30862533692721,779.553908355795,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_3,67.0294117647059,1025.23176470588,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_6,82.5747663551402,563.4392523364489,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_8,54.954545454545496,190.54132231404998,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_9,89.023178807947,1701.5441501103799,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_10,59.1478405315615,865.699335548173,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_11,98.6623036649215,701.541884816754,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_12,83.14960629921259,1324.1259842519698,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_C04_fld2_14,94.70082815734993,910.5269151138721,C04,EGF,10,48,6,EGF_48,A,C3,EGF_48_C3_A,No
6_cell_D07_fld8_1,50.647208121827404,2020.7487309644696,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_2,73.5733944954128,696.4403669724768,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_3,132.417466410749,211.630518234165,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_4,99.2315068493151,1391.7986301369901,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_5,165.130278884462,334.642629482072,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_6,175.148760330579,787.2396694214882,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_7,68.0423728813559,1280.5440677966099,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_8,118.624293785311,725.319209039548,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_9,104.473760932945,595.768221574344,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
6_cell_D07_fld8_10,135.888140161725,1035.9959568733198,D07,IFNG,20,48,6,IFNG_48,A,C3,IFNG_48_C3_A,No
7_cell_C10_fld3_1,109.42337164751,1134.9022988505699,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_3,132.69008264462798,982.3870523415981,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_4,213.549504950495,385.58415841584196,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_8,408.408571428571,460.9,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_9,458.527624309392,1363.11325966851,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_10,432.25744680851096,1526.6574468085098,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_11,499.81211498973295,1352.15297741273,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_12,460.893162393162,1509.89316239316,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_13,500.4343629343631,1397.4845559845596,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
7_cell_C10_fld3_14,585.37027027027,1471.4837837837802,C10,ctrl,0,0,7,ctrl_0,B,C3,ctrl_0_C3_B,No
8_cell_C10_fld3_1,111.367424242424,733.8295454545447,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_3,181.79976580796296,1748.44613583138,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_4,158.963414634146,856.878048780488,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_5,227.251861042184,933.862282878412,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_6,256.244318181818,187.028409090909,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_7,247.362275449102,1859.99101796407,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_8,261.258700696056,510.738979118329,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_9,375.3127659574469,871.8531914893622,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_10,311.134674922601,1968.1253869969,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_C10_fld3_12,343.6304347826091,1744.3206521739096,C10,PBS,0,1,8,PBS_1,B,C3,PBS_1_C3_B,No
8_cell_E05_fld3_1,66.0800604229607,1850.7386706948605,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_2,72.78571428571429,186.370535714286,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_3,107.782115869018,109.197732997481,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_4,223.389855072464,1347.0768115942,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_5,217.056135770235,1200.96214099217,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_6,347.996163682864,933.627877237852,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_7,219.26315789473702,1433.42631578947,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_8,224.296178343949,988.4872611464972,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_9,265.294871794872,279.24358974358995,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E05_fld3_10,228.722520107239,1077.9879356568401,E05,HGF,40,1,8,HGF_1,B,C3,HGF_1_C3_B,No
8_cell_E08_fld1_6,299.89092495637,1088.99738219895,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_7,343.213603818616,1216.15393794749,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_8,302.165137614679,983.009174311927,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_9,341.597664543524,1422.59978768578,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_11,366.617166212534,96.7861035422343,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_12,388.540816326531,1349.91836734694,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_13,407.151376146789,1073.88532110092,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_14,402.80546623794197,1005.80225080386,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_15,434.324242424242,1517.94242424242,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_E08_fld1_16,400.357142857143,1464.64935064935,E08,BMP2,20,1,8,BMP2_1,B,C3,BMP2_1_C3_B,No
8_cell_D06_fld2_1,164.219457013575,486.6855203619909,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_2,219.43211488250702,557.306788511749,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_3,301.657728706625,488.856466876972,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_4,356.115034168565,711.9555808656039,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_5,291.38461538461496,383.26373626373595,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_6,372.70845921450103,183.34290030211497,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_7,436.4337175792511,116.894812680115,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_8,495.729299363057,21.168789808917197,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_10,574.621546961326,413.069060773481,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D06_fld2_11,621.017102615694,639.942655935614,D06,OSM,10,1,8,OSM_1,B,C3,OSM_1_C3_B,No
8_cell_D09_fld5_3,77.8130990415335,190.82268370607,D09,TGFB,10,1,8,TGFB_1,B,C3,TGFB_1_C3_B,No
8_cell_D09_fld5_4,126.561571125265,448.3407643312098,D09,TGFB,10,1,8,TGFB_1,B,C3,TGFB_1_C3_B,No
8_cell_D09_fld5_14,373.22972972972997,144.487714987715,D09,TGFB,10,1,8,TGFB_1,B,C3,TGFB_1_C3_B,No
